id,title,description,availability,condition,price,property_type,listing_type,city,neighborhood,state,bedrooms,bathrooms,parking_spaces,area,link,image_link
41678,"Salão comercial para alugar, 100m² - Vila Seixas - Galeria Imobiliária","Salão comercial para locação na Vila Seixas em Ribeirão Preto. Próximo ás avenidas Dr. Francisco Junqueira, Jerônimo Gonçalves, Independência, Caramuru, ao Magazine Luiza, Choperia Pinguim, Perfumaria Goya, Mercadão Central, Teatro Pedro II e diversos comércios. Imóvel amplo, ideal para estabelecimentos que buscam visibilidade, praticidade e estrutura de qualidade. Localizado em ponto estratégico, com grande fluxo de pessoas e fácil acesso, o imóvel oferece um espaço versátil que se adapta a diversos segmentos comerciais. Amplo salão 1 sala 2 banheiros Copa com pia e mesa Dimensão: Agende a sua visita! Atendemos aos Sábados Galeria Imobiliária - A arte de bem morar!",for rent,,8500 BRL,commercial,for_rent,RIBEIRÃO PRETO,VILA SEIXAS,São Paulo,,2,,100,https://galeriaimobiliaria.com.br/imovel/locacao/comercial/ribeirao-preto/vila-seixas/41678,https://s3.amazonaws.com/msys-imob-galeriaimobiliaria/imovel/fotos/41678/87971ae588d0d7171a091129160a54c7AT.jpg
41679,"Apartamento mobiliado com 4 quartos para alugar, 151m² - Centro - Galeria Imobiliária","Apartamento mobiliado com 4 quartos para locação no Centro em Ribeirão Preto. Próximo às avenidas Nove de Julho, Independência, Francisco Junqueira, Caramuru ao Bar do Nelson, Hotel Nacional, Shopping Santa Úrsula, Carrefour, Teatro Marista e diversos comércios. Apartamento bem arejado, e muito bem localizado, no centro da cidade, com todo o conforto e a praticidade que você precisa. Perfeito para quem busca qualidade de vida, segurança e facilidade no dia a dia. 4 Quartos 5 Banheiros Sala dois ambientes Cozinha Sacada Lavanderia 2 Vagas de garagem Mobília: Sala dois ambientes com sofá, televisão, mesa com 8 cadeiras, 2 raque, 2 poltrona, mesa de centro Banheiros com armários Box Blindex Quartos com armários embutidos e cama de casal (box) Cozinha independente com armários embutidos, fogão geladeira, mesa, micro ondas Lavanderia com maquina de lavar armários embutidos Dimensões: 151,00m² de área útil Agende a sua visita! Atendemos aos Sábados Galeria Imobiliária - A arte de bem morar!",for rent,,3500 BRL,apartment,for_rent,RIBEIRÃO PRETO,Centro,São Paulo,4,5,2,151,https://galeriaimobiliaria.com.br/imovel/locacao/apartamentos/ribeirao-preto/centro/41679,https://s3.amazonaws.com/msys-imob-galeriaimobiliaria/imovel/fotos/41679/e0222e1f1e2e3e9979fc6fa85911fca8AT.jpg
41684,"Salão comercial para alugar, 132m² - Jardim Macedo - Galeria Imobiliária","Salão comercial para locação no Jardim Macedo em Ribeirão Preto. Próximo às Avenidas Dr. Francisco Junqueira, Independência, Meira Júnior, Nove de Julho, ao Bar do Nelson, Shopping Santa Úrsula, Savegnago Supermercado, Cenourão Super Varejão, Centro e diversos comércios. Imóvel comercial ideal para quem busca um espaço funcional e ideal para o seu negocio! Amplo salão, versátil e em um bairro tradicional da cidade pronto para receber sua empresa. Salão amplo Balcão de atendimento com pia Recepção Cozinha com forno 2 Banheiros Dimensões: 150,38 m² de área terreno 132,68 m² de área útil Agende a sua visita! Atendemos aos Sábados Galeria Imobiliária - A arte de bem morar!",for rent,,4900 BRL,commercial,for_rent,RIBEIRÃO PRETO,JARDIM MACEDO,São Paulo,,2,,132,https://galeriaimobiliaria.com.br/imovel/locacao/comercial/ribeirao-preto/jardim-macedo/41684,https://s3.amazonaws.com/msys-imob-galeriaimobiliaria/imovel/fotos/41684/db0cf286a63522068a4552fd0447f42aAT.jpg
41685,"Apartamento com 2 quartos para alugar, 59m² - Residencial Taiwan - Galeria Imobiliária","Apartamento com 2 quartos e 1 vaga de garagem para locação no Residencial Taiwan, em Ribeirão Preto. Próximo às Avenidas, Eduardo Toledo Prado, Dr. Francisco Gugliano, Coronel Edgard Pereira e Ubirajara de Souza Roxo, a Leccatura Sorvete Artesanal, Taiwan Centro de Eventos, Shopping Iguatemi Ribeirão Preto, Arena Beach Ribeirão, Restaurante da Tulha e diversos comércios. Imóvel bem arejado, localizado em uma das regiões mais valorizadas e procuradas por quem busca conforto, praticidade e qualidade de vida. O imóvel conta com ambientes amplos, bem iluminados e com excelente ventilação natural. A planta bem distribuída proporciona integração harmoniosa entre os cômodos, ideal para quem valoriza funcionalidade e aconchego. 2 Quartos sendo 1 suíte Sala dois ambientes com ar condicionado Sacada com rede de proteção Cozinha Planejada Banheiro social com box blindex Área de serviço 1 Vaga de Garagem Mobília: Sofá retrátil, cama de casal, cama de solteiro, televisão, armários, geladeira, fogão, forno, micro ondas, máquina de lavar, mesas e cadeiras, e lustre. Condomínio oferece: Portaria 24horas, piscina com deck molhado, piscina Infantil, academia, salão de festas com espaço gourmet, pub, área de churrasco, brinquedoteca, varanda de convivência, praça Lobby, playground externo, quadra de beach sports, SPA, beauty care, pet place, e elevadores. Agende a sua visita! Atendemos aos Sábados Galeria Imobiliária - A arte de bem morar!",for rent,,4500 BRL,apartment,for_rent,RIBEIRÃO PRETO,Residencial Taiwan,São Paulo,2,1,1,59,https://galeriaimobiliaria.com.br/imovel/locacao/apartamentos/ribeirao-preto/residencial-taiwan/41685,https://s3.amazonaws.com/msys-imob-galeriaimobiliaria/imovel/fotos/41685/779e7ab8b3e79d548cd6eb0debe4fc5fAT.jpg
41688,"Sala comercial para alugar,20m² - Jardinópolis - Galeria Imobiliária","Sala comercial para locação em Jardinópolis. Próximo às Avenidas, Visconde do Rio Branco, Pref. Newton Reis, à Praça Mario Lins, Escola Estadual Professor Plínio Berardo, Detran.SP, Fratucci Supermercado, Banco do Brasil e diversos comércios. Sala com pintura nova, ideal para quem deseja um espaço aconchegante e ideal para se trabalhar, localizado no centro da cidade, com fácil acesso e boa visibilidade, fornecendo segurança e praticidade no dia a dia. Sala ampla Banheiro Pintura nova Escada interfone Banheiro masculino e feminino no corredor da área comum Dimensão: 20 m² área útil Agende a sua visita! Atendemos aos Sábados Galeria Imobiliária - A arte de bem morar!",for rent,,750 BRL,commercial,for_rent,JARDINÓPOLIS,CENTRO,São Paulo,,,,0,https://galeriaimobiliaria.com.br/imovel/locacao/comercial/jardinopolis/centro/41688,https://s3.amazonaws.com/msys-imob-galeriaimobiliaria/imovel/fotos/41688/ac494276ac71ce9d6aafc17bbd609af4AT.jpg
41687,"Sala comercial para alugar,20m² - Jardinópolis - Galeria Imobiliária","Sala comercial para locação em Jardinópolis. Próximo às Avenidas, Visconde do Rio Branco, Pref. Newton Reis, à Praça Mario Lins, Escola Estadual Professor Plínio Berardo, Detran.SP, Fratucci Supermercado, Banco do Brasil e diversos comércios. Sala com pintura nova, ideal para quem deseja um espaço aconchegante e ideal para se trabalhar, localizado no centro da cidade, com fácil acesso e boa visibilidade, fornecendo segurança e praticidade no dia a dia. Sala ampla Banheiro Pintura nova Escada interfone Banheiro masculino e feminino no corredor da área comum Dimensão: 20 m² área útil Agende a sua visita! Atendemos aos Sábados Galeria Imobiliária - A arte de bem morar!",for rent,,750 BRL,commercial,for_rent,JARDINÓPOLIS,CENTRO,São Paulo,,,,0,https://galeriaimobiliaria.com.br/imovel/locacao/comercial/jardinopolis/centro/41687,https://s3.amazonaws.com/msys-imob-galeriaimobiliaria/imovel/fotos/41687/a44413d993dbbb79cfd95ae444c7845aAT.jpg
41690,"Sala comercial para alugar, 20m² - Jardinópolis - Galeria Imobiliária","Sala comercial para locação em Jardinópolis. Próximo às Avenidas, Visconde do Rio Branco, Pref. Newton Reis, à Praça Mario Lins, Escola Estadual Professor Plínio Berardo, Detran.SP, Fratucci Supermercado, Banco do Brasil e diversos comércios. Sala com pintura nova, ideal para quem deseja um espaço aconchegante e ideal para se trabalhar, localizado no centro da cidade, com fácil acesso e boa visibilidade, fornecendo segurança e praticidade no dia a dia. Sala ampla Banheiro Pintura nova Térreo interfone Ar- condicionado Banheiro masculino e feminino no corredor da área comum Dimensão: 20 m² área útil Agende a sua visita! Atendemos aos Sábados Galeria Imobiliária - A arte de bem morar!",for rent,,750 BRL,commercial,for_rent,JARDINÓPOLIS,CENTRO,São Paulo,,,,20,https://galeriaimobiliaria.com.br/imovel/locacao/comercial/jardinopolis/centro/41690,https://s3.amazonaws.com/msys-imob-galeriaimobiliaria/imovel/fotos/41690/8b548e03877a0c1a5fa847bb59916327AT.jpg
41689,"Sala comercial para alugar, 20m² - Jardinópolis - Galeria Imobiliária","Sala comercial para locação em Jardinópolis. Próximo às Avenidas, Visconde do Rio Branco, Pref. Newton Reis, à Praça Mario Lins, Escola Estadual Professor Plínio Berardo, Detran.SP, Fratucci Supermercado, Banco do Brasil e diversos comércios. Sala com pintura nova, ideal para quem deseja um espaço aconchegante e ideal para se trabalhar, localizado no centro da cidade, com fácil acesso e boa visibilidade, fornecendo segurança e praticidade no dia a dia. Sala ampla Banheiro Pintura nova Escada interfone Ar- condicionado Banheiro masculino e feminino no corredor da área comum Dimensão: 20 m² área útil Agende a sua visita! Atendemos aos Sábados Galeria Imobiliária - A arte de bem morar!",for rent,,750 BRL,commercial,for_rent,JARDINÓPOLIS,CENTRO,São Paulo,,,,20,https://galeriaimobiliaria.com.br/imovel/locacao/comercial/jardinopolis/centro/41689,https://s3.amazonaws.com/msys-imob-galeriaimobiliaria/imovel/fotos/41689/b5782d379bbd81fdff5221a25ff49e80AT.jpg
41691,"Sala comercial para alugar, 20m² - Jardinópolis - Galeria Imobiliária","Sala comercial para locação em Jardinópolis. Próximo às Avenidas, Visconde do Rio Branco, Pref. Newton Reis, à Praça Mario Lins, Escola Estadual Professor Plínio Berardo, Detran.SP, Fratucci Supermercado, Banco do Brasil e diversos comércios. Sala com pintura nova, ideal para quem deseja um espaço aconchegante e ideal para se trabalhar, localizado no centro da cidade, com fácil acesso e boa visibilidade, fornecendo segurança e praticidade no dia a dia. Sala ampla Banheiro Pintura nova Térreo interfone Ar- condicionado Banheiro masculino e feminino no corredor da área comum Dimensão: 20 m² área útil Agende a sua visita! Atendemos aos Sábados Galeria Imobiliária - A arte de bem morar!",for rent,,750 BRL,commercial,for_rent,JARDINÓPOLIS,CENTRO,São Paulo,,,,20,https://galeriaimobiliaria.com.br/imovel/locacao/comercial/jardinopolis/centro/41691,https://s3.amazonaws.com/msys-imob-galeriaimobiliaria/imovel/fotos/41691/24b3d9a3e4eea2b113f049cc1c7302caAT.jpg
41693,"Salão comercial para alugar, 173m²- Campos Elíseos - Galeria Imobiliária","Salão comercial para locação no Campos Elíseos em Ribeirão Preto. Próximos às Avenidas Mal. Costa e Silva, Saudade, Cel. Quito Junqueira, Dr. Francisco Junqueira, Guido Golfeto ao CS Fit Academia, Rancho do Juca, Auto Posto Buriti, Praça Rômulo Morandi e diversos comércios. Imóvel comercial ideal para quem busca um espaço funcional e ideal para o seu negocio, sendo versátil e pronto para receber sua empresa. Localizado em um bairro tradicional da cidade, ótima oportunidade para quem busca visibilidade e fácil acesso. Salão amplo com ventilador de teto Mezanino 2 Banheiros Dimensões: 176,00m² de área total 173,30m² de área útil Agende a sua visita! Atendemos aos Sábados Galeria Imobiliária - A arte de bem morar!",for rent,,3000 BRL,commercial,for_rent,RIBEIRÃO PRETO,CAMPOS ELÍSEOS,São Paulo,,2,,173,https://galeriaimobiliaria.com.br/imovel/locacao/comercial/ribeirao-preto/campos-eliseos/41693,https://s3.amazonaws.com/msys-imob-galeriaimobiliaria/imovel/fotos/41693/939fd28ba19530402a08ed5fd59ce529AT.jpg
41692,"Sala comercial para alugar, 20m² - Jardinópolis - Galeria Imobiliária","Sala comercial para locação em Jardinópolis. Próximo às Avenidas, Visconde do Rio Branco, Pref. Newton Reis, à Praça Mario Lins, Escola Estadual Professor Plínio Berardo, Detran.SP, Fratucci Supermercado, Banco do Brasil e diversos comércios. Sala com pintura nova, ideal para quem deseja um espaço aconchegante e ideal para se trabalhar, localizado no centro da cidade, com fácil acesso e boa visibilidade, fornecendo segurança e praticidade no dia a dia. Sala ampla Banheiro Pintura nova Térreo interfone Ar- condicionado Banheiro masculino e feminino no corredor da área comum Dimensão: 20 m² área útil Agende a sua visita! Atendemos aos Sábados Galeria Imobiliária - A arte de bem morar!",for rent,,750 BRL,commercial,for_rent,JARDINÓPOLIS,CENTRO,São Paulo,,,,20,https://galeriaimobiliaria.com.br/imovel/locacao/comercial/jardinopolis/centro/41692,https://s3.amazonaws.com/msys-imob-galeriaimobiliaria/imovel/fotos/41692/96b57af201c2da7855fc9c410e26aad0AT.jpg
41713,"Apartamento com 1 quarto para alugar, 35m² - Jardinópolis - Galeria Imobiliária","Apartamento com 1 quarto e uma vaga de garagem, para locação em Jardinópolis. Próximo à Avenida Prefeito Newton Reis, Avenida Visconde do Rio Branco e Avenida Belarmino Pereira de Oliveira, ao OdontoMed - Clínica Médica E Odontológica, Jardin Park Hotel, Praça da Matriz, Savegnago Supermercado e diversos comércios. Imóvel térreo com cômodos bem distribuídos, fornecendo aconchego no dia a dia, Localizado em um bairro tranquilo e familiar, ideal para quem deseja seu próprio espaço em uma região com segurança e praticidade. 1 Quarto Banheiro social Cozinha com gabinete Área de serviço 1 vaga de garagem Dimensão: 35,00 m² área útil Agende a sua visita! Atendemos aos Sábados Galeria Imobiliária - A arte de bem morar!",for rent,,750 BRL,apartment,for_rent,JARDINÓPOLIS,CENTRO,São Paulo,1,,1,35,https://galeriaimobiliaria.com.br/imovel/locacao/apartamentos/jardinopolis/centro/41713,https://s3.amazonaws.com/msys-imob-galeriaimobiliaria/imovel/fotos/41713/d118f582ca4fd6182f3c75874fa209b2AT.jpg
41712,"Apartamento com 1 quarto para alugar, 35m² - Jardinópolis - Galeria Imobiliária","Apartamento com 1 quarto e uma vaga de garagem, para locação em Jardinópolis. Próximo à Avenida Prefeito Newton Reis, Avenida Visconde do Rio Branco e Avenida Belarmino Pereira de Oliveira, ao OdontoMed - Clínica Médica E Odontológica, Jardin Park Hotel, Praça da Matriz, Savegnago Supermercado e diversos comércios. Imóvel térreo com cômodos bem distribuídos, fornecendo aconchego no dia a dia. localizado em um bairro tranquilo e familiar, ideal para quem deseja seu próprio espaço em uma região com segurança e praticidade. 1 Quarto Banheiro social Cozinha com gabinete Área de serviço 1 vaga de garagem Dimensão: 35,00 m² área útil Agende a sua visita! Atendemos aos Sábados Galeria Imobiliária - A arte de bem morar!",for rent,,750 BRL,apartment,for_rent,JARDINÓPOLIS,CENTRO,São Paulo,1,,1,35,https://galeriaimobiliaria.com.br/imovel/locacao/apartamentos/jardinopolis/centro/41712,https://s3.amazonaws.com/msys-imob-galeriaimobiliaria/imovel/fotos/41712/8a43f02397c11c048ab4547d599fb453AT.jpg
41702,"Salão comercial para alugar, 70m²- Vila Seixas - Galeria Imobiliária","Salão comercial para locação na Vila Seixas em Ribeirão Preto. Próximo às Avenidas Independência, Nove de Julho, Pres. Vargas, Sumaré, Itatiaia ao Drogaria São Paulo, Burger King, Hospital São Francisco, Savegnago e diversos comércios. Imóvel amplo com recepção climatizada, Pronto para receber sua empresa com conforto e sofisticação. Térreo: Recepção com ar condicionado Banheiro Pé direito alto Piso superior: Amplo salão Sala com armários Banheiro social com Box blindex e gabinete Janela blindex Dimensões: 70m² de Área útil Agende a sua visita! Atendemos aos Sábados Galeria Imobiliária - A arte de bem morar!",for rent,,2000 BRL,commercial,for_rent,RIBEIRÃO PRETO,VILA SEIXAS,São Paulo,,,,70,https://galeriaimobiliaria.com.br/imovel/locacao/comercial/ribeirao-preto/vila-seixas/41702,https://s3.amazonaws.com/msys-imob-galeriaimobiliaria/imovel/fotos/41702/64479e2ae099e8651336af2b80627b80AT.jpg
41714,"Apartamento com 1 quarto para alugar, 35m² - Jardinópolis - Galeria Imobiliária","Apartamento com 1 quarto e uma vaga de garagem, para locação em Jardinópolis. Próximo à Avenida Prefeito Newton Reis, Avenida Visconde do Rio Branco e Avenida Belarmino Pereira de Oliveira, ao OdontoMed - Clínica Médica E Odontológica, Jardin Park Hotel, Praça da Matriz, Savegnago Supermercado e diversos comércios. Imóvel térreo com cômodos bem distribuídos, fornecendo aconchego no dia a dia, Localizado em um bairro tranquilo e familiar, ideal para quem deseja seu próprio espaço em uma região com segurança e praticidade. 1 Quarto Banheiro social Cozinha com gabinete Área de serviço 1 vaga de garagem Dimensão: 35,00 m² área útil Agende a sua visita! Atendemos aos Sábados Galeria Imobiliária - A arte de bem morar!",for rent,,750 BRL,apartment,for_rent,JARDINÓPOLIS,CENTRO,São Paulo,1,,1,35,https://galeriaimobiliaria.com.br/imovel/locacao/apartamentos/jardinopolis/centro/41714,https://s3.amazonaws.com/msys-imob-galeriaimobiliaria/imovel/fotos/41714/b38c0024559dc8a0e41b19cf74e03b13AT.jpg
41718,"Apartamento com 1 quarto para alugar, 30m² - Jardinópolis - Galeria Imobiliária","Apartamento estilo kitnet com 1 quarto para locação em Jardinópolis. Próximo à Avenida Prefeito Newton Reis, Avenida Visconde do Rio Branco, Avenida Belarmino Pereira de Oliveira, ao D'ellas Mercados, Savegnago Supermercado, Posto Ipiranga, Praça da Matriz e diversos comércios. Imóvel térreo, ideal para quem deseja seu próprio espaço, Ira passar por reparos e pintura nova para melhor aconchego e conforto. Localizado em um bairro tranquilo e familiar da cidade, oferecendo conforto e praticidade no dia a dia. 1 Quarto Banheiro social Cozinha com gabinete Área de serviço na área comum Área aberta na área comum Dimensão: 30,00 m² - área útil Agende a sua visita! Atendemos aos Sábados Galeria Imobiliária - A arte de bem morar!",for rent,,700 BRL,apartment,for_rent,JARDINÓPOLIS,CENTRO,São Paulo,1,,,30,https://galeriaimobiliaria.com.br/imovel/locacao/apartamentos/jardinopolis/centro/41718,https://s3.amazonaws.com/msys-imob-galeriaimobiliaria/imovel/fotos/41718/680a5c8f5b3e783b8fe94b1290da7365AT.jpg
41716,"Apartamento com 1 quarto para alugar, 30m² - Jardinópolis - Galeria Imobiliária","Apartamento estilo kitnet com 1 quarto para locação em Jardinópolis. Próximo à Avenida Prefeito Newton Reis, Avenida Visconde do Rio Branco, Avenida Belarmino Pereira de Oliveira, ao D'ellas Mercados, Savegnago Supermercado, Posto Ipiranga, Praça da Matriz e diversos comércios. Imóvel térreo, ideal para quem deseja seu próprio espaço, Ira passar por reparos e pintura nova para melhor aconchego e conforto. Localizado em um bairro tranquilo e familiar da cidade, oferecendo conforto e praticidade no dia a dia. 1 Quarto Banheiro social Cozinha com gabinete Área de serviço na área comum Área aberta na área comum Dimensão: 30,00 m² - área útil Agende a sua visita! Atendemos aos Sábados Galeria Imobiliária - A arte de bem morar!",for rent,,700 BRL,apartment,for_rent,JARDINÓPOLIS,CENTRO,São Paulo,1,,,30,https://galeriaimobiliaria.com.br/imovel/locacao/apartamentos/jardinopolis/centro/41716,https://s3.amazonaws.com/msys-imob-galeriaimobiliaria/imovel/fotos/41716/5fd144afc863bf48981abdddc478ebe8AT.jpg
41738,"Ponto comercial para alugar, 162m² - City Ribeirão - Galeria Imobiliária","Ponto comercial para locação na City Ribeirão em Ribeirão Preto. Próximo ás avenidas Maurilio Biagi, Leão XIII, Leais Paulista, Costábile Romano, ao Supermercado Canesin, Drogaria São Carlos, Rei da Picanha, Savegnago Supermercados e diversos comércios. Excelente oportunidade para quem busca um espaço comercial funcional, com estrutura completa e ótima distribuição interna. Este imóvel conta com amplo espaço aberto, ideal para instalação de garagens, oficinas, centros automotivos ou atividades que demandem área livre e facilidade de circulação. Localizado em uma avenida de fácil acesso trazendo toda a praticidade e visibilidade que seu comércio precisa. Amplo espaço Quarto Sala com divisória 2 Banheiros social sendo 1 com box blindex e gabinete Despensa 2 Banheiros feminino e masculino Copa com armários e gabinete Área de serviço Diferenciais: Portas e janelas blindex. Dimensões: 162,36m² de Área construída 1.264,80m² de Área total Agende a sua visita! Atendemos aos Sábados Galeria Imobiliária - A arte de bem morar!",for rent,,15000 BRL,commercial,for_rent,RIBEIRÃO PRETO,CITY RIBEIRÃO,São Paulo,,2,,162,https://galeriaimobiliaria.com.br/imovel/locacao/comercial/ribeirao-preto/city-ribeirao/41738,https://s3.amazonaws.com/msys-imob-galeriaimobiliaria/imovel/fotos/41738/c785fc30e67376b1f44e5355d67b81b2AT.jpg
41717,"Apartamento com 1 quarto para alugar, 30m² - Jardinópolis - Galeria Imobiliária","Apartamento estilo kitnet com 1 quarto para locação em Jardinópolis. Próximo à Avenida Prefeito Newton Reis, Avenida Visconde do Rio Branco, Avenida Belarmino Pereira de Oliveira, ao D'ellas Mercados, Savegnago Supermercado, Posto Ipiranga, Praça da Matriz e diversos comércios. Imóvel térreo, ideal para quem deseja seu próprio espaço, Ira passar por reparos e pintura nova para melhor aconchego e conforto. Localizado em um bairro tranquilo e familiar da cidade, oferecendo conforto e praticidade no dia a dia. 1 Quarto Banheiro social Cozinha com gabinete Área de serviço na área comum Área aberta na área comum Dimensão: 30,00 m² - área útil Agende a sua visita! Atendemos aos Sábados Galeria Imobiliária - A arte de bem morar!",for rent,,700 BRL,apartment,for_rent,JARDINÓPOLIS,CENTRO,São Paulo,1,,,30,https://galeriaimobiliaria.com.br/imovel/locacao/apartamentos/jardinopolis/centro/41717,https://s3.amazonaws.com/msys-imob-galeriaimobiliaria/imovel/fotos/41717/6dd1660b53beadeba7ec5cfcfc2be33bAT.jpg
41723,"Sala comercial para alugar, 28m² - Vila Seixas - Galeria Imobiliária","Sala comercial para locação na Vila Seixas em Ribeirão Preto. Próximo ás avenidas Independência, Dr. Francisco Junqueira, Presidente Vargas, Caramuru, Nove de Julho, ao Bar do Nelson, Perfumaria Goya, Hospital São Lucas, Centro Universitário Barão de Mauá, Savegnago Supermercados e com fácil acesso ao Shopping Santa Úrsula. Imóvel comercial, ideal para profissionais autônomos, consultórios, escritórios ou pequenos empreendimentos que buscam praticidade e localização estratégica. O espaço é bem distribuído, com ótima iluminação natural, proporcionando um ambiente agradável e produtivo. Sala ampla Banheiro privativo Sacada Escada 2 Vagas de garagem rotativas para o prédio todo Condomínio com: Recepção, elevador, copa, banheiros (masculino e feminino). Inclusos no condomínio: Energia e internet na área comum, água do prédio todo, manutenção do elevador, câmeras, alarme, limpeza. Dimensão: 28m² de Área útil Agende a sua visita! Atendemos aos Sábados Galeria Imobiliária - A arte de bem morar!",for rent,,1300 BRL,commercial,for_rent,RIBEIRÃO PRETO,VILA SEIXAS,São Paulo,,,2,28,https://galeriaimobiliaria.com.br/imovel/locacao/comercial/ribeirao-preto/vila-seixas/41723,https://s3.amazonaws.com/msys-imob-galeriaimobiliaria/imovel/fotos/41723/1d7fb4e08c45627ca45d322aad626dadAT.jpg
41739,"Prédio comercial para alugar, 3.800m² - Sertãozinho - Galeria Imobiliária","Prédio comercial para locação no Distrito industrial em Sertãozinho. Próximo às Avenidas Nelson Benedito Machado, Arcangelo Magro, Affonso Trigo, Nossa Sra. Aparecida, ao Havan Sertãozinho, Savegnago Supermercado, Hotel Pousada Chalé das Flores Ltda, Parque Linear Urbano ""Guiomar Carvalho Benelli"" e diversos comércios. Prédio com excelente localização, ideal para diversos tipos de negócios. Espaço amplo, situado em área de grande fluxo, próximo a comércios, transporte público e principais vias de acesso. Oportunidade perfeita para quem busca visibilidade e praticidade. Salão amplo Cozinhas Recepção Banheiros Salas para escritórios Capacidade de ponte rolante para até 15 toneladas Dimensões: 4.200,00 m² de área terreno 3.800,00 m² de área útil Agende a sua visita! Atendemos aos Sábados Galeria Imobiliária - A arte de bem morar!",for rent,,62000 BRL,commercial,for_rent,SERTÃOZINHO,DISTRITO INDUSTRIAL,São Paulo,,,,3,https://galeriaimobiliaria.com.br/imovel/locacao/comercial/sertaozinho/distrito-industrial/41739,https://s3.amazonaws.com/msys-imob-galeriaimobiliaria/imovel/fotos/41739/538e12f4dbae87ba2cae3bf53a781071AT.jpg
41743,"Apartamento com 3 suítes para alugar, 202m² - Jardim Irajá - Galeria Imobiliária","Apartamento com 3 quartos com 3 vagas de garagem para locação no Jardim Irajá em Ribeirão Preto. Próximo às avenidas João Fiusa, Wladimir Meirelles, Cesar Vergueiro, Leais Paulista ao Empório Santa Ângela, Fiusa Center, Farmácia Nissei, Pão de Açúcar e diversos comércios. Imóvel bem conservado, com piso de mármore. Com todo o conforto e praticidade que você precisa ótima iluminação bem arejado, em perfeito estado. Localizado em uma região estratégica trazendo toda a segurança e facilidade ao seu dia a dia. 3 Suítes com ventilador de teto e guarda roupas, com piso de madeira Banheiro com box blindex Sala dois ambientes Sala de tv Cozinha independente com armários embutidos Lavanderia Sacada Escritório 3 Vagas de garagem (2 paralelas) (1 avulsa) Dimensão: 202,66 de área útil Condomínio: Portaria 24 horas. Agende a sua visita! Atendemos aos Sábados Galeria Imobiliária - A arte de bem morar!",for rent,,5750 BRL,apartment,for_rent,RIBEIRÃO PRETO,JARDIM IRAJÁ,São Paulo,3,3,3,202,https://galeriaimobiliaria.com.br/imovel/locacao/apartamentos/ribeirao-preto/jardim-iraja/41743,https://s3.amazonaws.com/msys-imob-galeriaimobiliaria/imovel/fotos/41743/1fa1b90c8349ff97fbe1ddca62efa29eAT.jpg
41744,"Salão comercial para alugar, 30m² - Jardim Alexandre Balbo - Galeria Imobiliária","Salão comercial para locação no Jardim Alexandre Balbo em Ribeirão Preto. Próximo às Avenidas Jorn. Antônio Carlos Pinho Sant' Anna, Ettore e Aurora Coraucci, Otávio Golfeto, Ivo Pareschi, ao Magic Gardens, Eldi Supermercado, Parque Tom Jobim, Drogaria São Carlos e diversos comércios. Imóvel comercial ideal para quem busca um espaço funcional e ideal para o seu negocio! Amplo salão, versátil e em um bairro tradicional da cidade pronto para receber sua empresa. São amplo Banheiro Ar condicionado Porta de vidro Informações bônus: Agua e IPTU incluso no valor de aluguel. Dimensão: 30,00 m² de área útil Agende a sua visita! Atendemos aos Sábados Galeria Imobiliária - A arte de bem morar!",for rent,,900 BRL,commercial,for_rent,RIBEIRÃO PRETO,JARDIM ALEXANDRE BALBO,São Paulo,,,,30,https://galeriaimobiliaria.com.br/imovel/locacao/comercial/ribeirao-preto/jardim-alexandre-balbo/41744,https://s3.amazonaws.com/msys-imob-galeriaimobiliaria/imovel/fotos/41744/0780350cbdf521781a22a415a3abb299AT.jpg
41763,"Terreno para alugar, 176m² - Jardim Cristo Redentor - Galeria Imobiliária","Terreno para locação no Jardim Cristo Redentor em Ribeirão Preto. Próximo ás avenidas Pedro Abrahão Além Neto, Maximilliam Maggioni, Av 3D, ao Eldi Supermercado, Boteco Garage 86, Eskimó Sorveteria, Dogão do Cristo e diversos comércios. Terreno amplo Dimensão: 176,40m² de Área terreno Agende a sua visita! Atendemos aos Sábados Galeria Imobiliária - A arte de bem morar!",for rent,,870 BRL,land,for_rent,RIBEIRÃO PRETO,JARDIM CRISTO REDENTOR,São Paulo,,,,176,https://galeriaimobiliaria.com.br/imovel/locacao/terreno/ribeirao-preto/jardim-cristo-redentor/41763,https://s3.amazonaws.com/msys-imob-galeriaimobiliaria/imovel/fotos/41763/326d336484e7e95be978dffdb5e802f2AT.jpg
